id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match
861,2022,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,0,2,Axar Patel
862,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,0,3,Chris Gayle
863,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,0,8,AB de Villiers
864,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,7,0,Axar Patel
865,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Kolkata Knight Riders,0,1,Pat Cummins
866,2022,Mumbai,Wankhede Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,0,8,Rohit Sharma
867,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,5,0,Mohammed Shami
868,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,Virat Kohli
869,2022,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Delhi Capitals,0,3,Anrich Nortje
870,2022,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,17,0,Jonny Bairstow
871,2022,Mumbai,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,21,0,Kieron Pollard
872,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Kolkata Knight Riders,15,0,Andre Russell
873,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,13,0,Ravi Bishnoi
874,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,9,Rohit Sharma
875,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kolkata Knight Riders,0,4,Venkatesh Iyer
876,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,1,Bhuvneshwar Kumar
877,2022,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,8,0,Ambati Rayudu
878,2022,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,42,0,MS Dhoni
879,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,38,0,Shubman Gill
880,2022,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,Gujarat Titans,20,0,Shubman Gill
881,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Royal Challengers Bangalore,0,8,AB de Villiers
882,2022,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,0,4,David Warner
883,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,11,0,Marcus Stoinis
884,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Punjab Kings,32,0,Chris Gayle
885,2022,Kolkata,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,6,AB de Villiers
886,2022,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,33,0,Prithvi Shaw
887,2022,Kolkata,Eden Gardens,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,33,0,Virat Kohli
888,2022,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,34,0,Kane Williamson
889,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,5,0,Ravi Bishnoi
890,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,12,0,Mohammed Siraj
891,2022,Kolkata,Eden Gardens,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Punjab Kings,13,0,Nicholas Pooran
892,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,29,0,Avesh Khan
893,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,0,5,KL Rahul
894,2022,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,0,4,Rohit Sharma
895,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,Gujarat Titans,0,8,David Miller
896,2022,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Chennai Super Kings,0,6,MS Dhoni
897,2022,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,12,0,Sanju Samson
898,2022,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,8,Kane Williamson
899,2022,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,0,2,Jos Buttler
900,2022,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bangalore,35,0,Virat Kohli
901,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,Rajasthan Royals,0,3,Yuzvendra Chahal
902,2022,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Punjab Kings,0,9,Chris Gayle
903,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,2,0,Mohammed Shami
904,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,5,0,Pat Cummins
905,2022,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,16,0,Axar Patel
906,2022,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,8,Ambati Rayudu
907,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,9,Ben Stokes
908,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,Gujarat Titans,0,8,Mohammed Shami
909,2022,Kolkata,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,1,Bhuvneshwar Kumar
910,2022,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,62,0,Rishabh Pant
911,2022,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Gujarat Titans,38,0,Mohammed Shami
912,2022,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Sunrisers Hyderabad,0,6,Bhuvneshwar Kumar
913,2022,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,0,4,Nicholas Pooran
914,2022,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,0,1,Sunil Narine
915,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,3,Bhuvneshwar Kumar
916,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,0,5,Jasprit Bumrah
917,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,50,0,Virat Kohli
918,2023,Mumbai,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,0,1,Kieron Pollard
919,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,1,0,MS Dhoni
920,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,0,2,Hardik Pandya
921,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,0,2,David Warner
922,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,25,0,Ambati Rayudu
923,2023,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Chennai Super Kings,19,0,Ravindra Jadeja
924,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,0,4,Nicholas Pooran
925,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,0,8,Jos Buttler
926,2023,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,0,5,Anrich Nortje
927,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,0,4,Mohammed Shami
928,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Punjab Kings,20,0,KL Rahul
929,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,3,0,Yuzvendra Chahal
930,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,Gujarat Titans,31,0,Mohammed Shami
931,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,9,0,Pat Cummins
932,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,0,9,Rashid Khan
933,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Delhi Capitals,0,4,Anrich Nortje
934,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,99,0,Mohammed Siraj
935,2023,Mumbai,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,10,0,Kieron Pollard
936,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Chennai Super Kings,8,0,Ravindra Jadeja
937,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,36,0,David Warner
938,2023,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Lucknow Super Giants,0,7,Marcus Stoinis
939,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,0,8,Shubman Gill
940,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,58,0,Trent Boult
941,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Punjab Kings,61,0,Nicholas Pooran
942,2023,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,37,0,Kieron Pollard
943,2023,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,0,6,Bhuvneshwar Kumar
944,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,7,Suryakumar Yadav
945,2023,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,2,Kieron Pollard
946,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,0,1,Faf du Plessis
947,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,7,Ben Stokes
948,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,12,0,Sanju Samson
949,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,7,Bhuvneshwar Kumar
950,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,13,0,Andre Russell
951,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,0,6,Trent Boult
952,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,14,0,Rishabh Pant
953,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,25,0,Prithvi Shaw
954,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,24,0,Pat Cummins
955,2023,Ahmedabad,Narendra Modi Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,Lucknow Super Giants,20,0,Quinton de Kock
956,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,0,3,Mohammed Shami
957,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,22,0,Andre Russell
958,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,72,0,Shubman Gill
959,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,Gujarat Titans,0,4,Hardik Pandya
960,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,0,3,Mayank Agarwal
961,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,0,1,Axar Patel
962,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Punjab Kings,12,0,KL Rahul
963,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0,9,Sanju Samson
964,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,6,0,Ambati Rayudu
965,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,53,0,Deepak Chahar
966,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,20,0,Pat Cummins
967,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,0,9,Ben Stokes
968,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,0,6,Yuzvendra Chahal
969,2023,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,0,9,Suryakumar Yadav
970,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,0,1,Yuzvendra Chahal
971,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,0,3,Jos Buttler
972,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,0,7,Mohammed Shami
973,2023,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,66,0,Jonny Bairstow
974,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,3,David Warner
975,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,5,0,Glenn Maxwell
976,2023,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,8,0,Kane Williamson
977,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,54,0,Mohammed Shami
978,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,6,0,Bhuvneshwar Kumar
979,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Royal Challengers Bangalore,0,4,Dinesh Karthik
980,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,10,0,Mayank Agarwal
981,2023,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,24,0,Suryakumar Yadav
982,2023,Kolkata,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,8,0,Deepak Chahar
983,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,52,0,Faf du Plessis
984,2023,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,0,4,Chris Gayle
985,2023,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,5,0,Glenn Maxwell
986,2023,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,3,0,Mohammed Shami
987,2023,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,0,7,Deepak Chahar
988,2023,Lucknow,Ekana Cricket Stadium,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,Gujarat Titans,74,0,Hardik Pandya
